antibody,filename,train_val_test
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_235_020480_008192_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_071_136192_051200_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_036_036864_012288_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_205_063488_050176_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_042_106496_068608_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_041984_011264_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_179_075776_036864_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_006144_045056_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_101_009216_019456_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_034_099328_067584_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_071_022528_021504_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_255_126976_028672_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_042_010240_048128_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_079872_059392_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_040960_008192_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_096_117760_080896_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_055296_059392_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_006144_039936_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_124_090112_016384_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_179_104448_019456_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_009216_038912_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_037888_054272_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_096_057344_050176_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_205_060416_051200_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_071_037888_036864_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_179_010240_030720_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_253_105472_055296_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_228_008192_052224_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_096_044032_023552_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_167_090112_064512_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_135_105472_016384_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_260_103424_049152_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_096_041984_013312_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_167_104448_034816_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_096_119808_026624_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_051200_073728_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_235_035840_021504_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_101_024576_046080_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_083968_035840_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_155_121856_007168_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_172_056320_011264_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_166_074752_054272_mask.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_281_106496_020480_HE.png,train
CD45RB,CD45RB_Leukocyte/CD45RB_Leukocyte_016_007168_045056_HE.png,train
