antibody,filename,train_val_test
ERG,ERG_Endothelium/ERG_Endothelium_385_172032_023552_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_040_146432_046080_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_024_148480_089088_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_164864_032768_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_190464_047104_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_183296_044032_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_282_195584_035840_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_168_091136_034816_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_164864_068608_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_024_082944_039936_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_274_176128_022528_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_161792_041984_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_105472_041984_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_149504_060416_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_194560_019456_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_168_161792_063488_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_161792_058368_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_142336_046080_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_194560_026624_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_098_153600_066560_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_186368_046080_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_189440_030720_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_164864_058368_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_274_104448_053248_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_063_193536_045056_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_107520_033792_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_098_184320_022528_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_109568_058368_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_291_096256_054272_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_106496_057344_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_124928_016384_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_168_091136_037888_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_176128_032768_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_095232_082944_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_111616_030720_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_122880_070656_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_228_108544_065536_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_081920_078848_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_106496_064512_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_162816_044032_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_098_155648_066560_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_189440_033792_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_109568_054272_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_186368_071680_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_133120_070656_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_098304_048128_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_117_128000_046080_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_165888_027648_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_228_147456_036864_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_115712_037888_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_133_112640_062464_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_115712_049152_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_118784_067584_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_291_094208_050176_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_274_134144_068608_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_116736_053248_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_011264_023552_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_123904_015360_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_135168_047104_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_133120_036864_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_184320_073728_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_188416_072704_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_098_187392_024576_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_106496_018432_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_179200_040960_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_115712_048128_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_228_134144_037888_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_135168_037888_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_291_109568_049152_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_113664_034816_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_040_167936_028672_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_103424_065536_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_104448_020480_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_105472_019456_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_282_108544_033792_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_104448_052224_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_168_089088_061440_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_063_083968_070656_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_138240_054272_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_133_086016_060416_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_188416_051200_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_154624_043008_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_079872_078848_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_081920_078848_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_282_120832_032768_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_063_082944_070656_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_117760_027648_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_186368_035840_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_186368_033792_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_010240_024576_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_147456_032768_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_063_118784_025600_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_257_079872_075776_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_167936_057344_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_190464_040960_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_107520_018432_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_120832_043008_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_160768_018432_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_161792_020480_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_191488_059392_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_160_124928_063488_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_122880_048128_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_165888_034816_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_166912_058368_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_180_157696_061440_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_106496_041984_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_178176_044032_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_291_108544_053248_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_024_162816_066560_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_192512_026624_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_192512_060416_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_342_113664_020480_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_193536_054272_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_138240_049152_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_190464_073728_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_168_159744_061440_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_385_146432_071680_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_033_166912_053248_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_259_118784_048128_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_024_116736_040960_mask.png,train
ERG,ERG_Endothelium/ERG_Endothelium_343_123904_040960_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_193_116736_038912_HE.png,train
ERG,ERG_Endothelium/ERG_Endothelium_222_128000_034816_mask.png,train
