antibody,filename,train_val_test
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_253_027648_032768_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_052224_048128_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_054_048128_079872_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_072_148480_064512_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_253_063488_033792_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_260_087040_049152_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_118784_072704_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_387_098304_033792_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_259_066560_032768_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_259_083968_076800_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_273_147456_064512_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_342_096256_064512_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_255_078848_071680_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_064512_044032_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_260_124928_064512_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_062464_056320_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_205_077824_034816_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_048128_020480_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_253_095232_049152_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_273_086016_018432_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_387_099328_057344_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_259_144384_037888_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_342_149504_053248_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_281_110592_050176_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_342_107520_025600_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_143_069632_050176_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_259_070656_056320_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_121856_031744_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_135_118784_034816_HE.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_260_081920_062464_mask.png,train
MNDA,MNDA_MyeloidCell/MNDA_MyeloidCell_259_122880_060416_mask.png,train
