antibody,filename,train_val_test
panCK,panCK_Epithelium/panCK_Epithelium_311_110592_034816_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_166_125952_030720_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_080_082944_041984_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_312_091136_064512_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_311_130048_066560_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_273_065536_088064_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_080_055296_055296_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_080_010240_011264_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_311_166912_066560_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_312_133120_035840_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_166_110592_041984_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_135_021504_018432_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_179_022528_049152_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_183_168960_035840_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_167_103424_061440_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_228_106496_045056_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_179_122880_045056_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_080_041984_036864_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_260_105472_076800_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_310_071680_074752_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_253_105472_032768_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_312_136192_048128_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_023_022528_023552_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_172_013312_032768_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_228_018432_076800_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_167_049152_077824_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_260_075776_024576_HE.png,train
panCK,panCK_Epithelium/panCK_Epithelium_312_131072_048128_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_023_104448_026624_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_179_108544_059392_mask.png,train
panCK,panCK_Epithelium/panCK_Epithelium_260_091136_059392_HE.png,train
